,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Genre_List,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
246,246,327.0,The Son of Neptune,Rick Riordan,4.41,637693.0,9781423140597,1423140591,"Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology","The Heroes of Olympus, #2",521,Hardcover,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",0.3620352250489236,0.8525,0.06832794951650824,0.42106247487452186
224,224,301.0,Neverwhere,Neil Gaiman,4.17,550478.0,9780060557812,0060557818,"Fantasy, Fiction, Urban Fantasy, Audiobook, Science Fiction Fantasy, Horror, Science Fiction","London Below, #1",370,Paperback,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Horror', 'Science Fiction']",0.4129158512720157,0.7925,0.05896784616954821,0.4206066943596708
219,219,291.0,The Idiot,Fyodor Dostoevsky,4.21,201179.0,9780679642428,0679642420,"Fiction, Russia, Russian Literature, Classics, Literature, Philosophy, Novels",,667,Paperback,"['Fiction', 'Russia', 'Russian Literature', 'Classics', 'Literature', 'Philosophy', 'Novels']",0.4324853228962817,0.8025,0.021480318347616306,0.42018822466279754
183,183,245.0,The Crucible,Arthur Miller,3.61,443066.0,9780142437339,0142437336,"Classics, Plays, Fiction, Historical Fiction, School, Read For School, Historical",,143,Paperback,"['Classics', 'Plays', 'Fiction', 'Historical Fiction', 'School', 'Read For School', 'Historical']",0.5225048923679061,0.6525,0.047440156887845863,0.4189840040135162
250,250,331.0,The Housemaid's Secret,Freida McFadden,4.21,1126096.0,9781837901319,B0BGXYL3BZ,"Thriller, Mystery, Fiction, Mystery Thriller, Suspense, Audiobook, Psychological Thriller","The Housemaid, #2",318,Kindle Edition,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller']",0.35420743639921715,0.8025,0.12074442093731108,0.4186563008408802
207,207,275.0,She’s Come Undone,Wally Lamb,3.91,354120.0,9780671021009,B000MZ077O,"Fiction, Contemporary, Chick Lit, Coming Of Age, Adult Fiction, Novels, Literary Fiction",,465,Mass Market Paperback,"['Fiction', 'Contemporary', 'Chick Lit', 'Coming Of Age', 'Adult Fiction', 'Novels', 'Literary Fiction']",0.46379647749510755,0.7275,0.03789427885885192,0.4151368746556986
263,263,347.0,The Wise Man's Fear,Patrick Rothfuss,4.55,592944.0,9780756404734,0756404738,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Science Fiction Fantasy","The Kingkiller Chronicle, #2",994,Hardcover,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy']",0.3228962818003913,0.8875,0.06352538958217224,0.4144661295948082
225,225,302.0,Shatter Me,Tahereh Mafi,3.84,1081735.0,9780062085481,0062085484,"Dystopia, Young Adult, Fiction, Science Fiction, Paranormal, Enemies To Lovers, Audiobook","Shatter Me, #1",338,Hardcover,"['Dystopia', 'Young Adult', 'Fiction', 'Science Fiction', 'Paranormal', 'Enemies To Lovers', 'Audiobook']",0.41095890410958913,0.71,0.11598350200622705,0.4121786122457038
235,235,314.0,Foundation,Isaac Asimov,4.17,570846.0,9780553803716,0553803719,"Science Fiction, Fiction, Science Fiction Fantasy, Fantasy, Classics, Audiobook, Space Opera","Foundation, #1",244,Hardcover,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Classics', 'Audiobook', 'Space Opera']",0.38747553816046976,0.7925,0.061153784195929935,0.4110863505229669
349,349,451.0,Where the Crawdads Sing,Delia Owens,4.38,3376781.0,9780735219113,0735219117,"Fiction, Historical Fiction, Mystery, Audiobook, Romance, Contemporary, Historical",,384,ebook,"['Fiction', 'Historical Fiction', 'Mystery', 'Audiobook', 'Romance', 'Contemporary', 'Historical']",0.11937377690802342,0.845,0.3622928266181313,0.4099373587486488
212,212,280.0,Marked,P.C. Cast,3.82,513354.0,9780312360269,0312360266,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Fiction, Supernatural","House of Night, #1",306,Paperback,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']",0.45401174168297453,0.705,0.05498361780685207,0.40959978201524544
228,228,305.0,The Things They Carried,Tim O'Brien,4.14,331377.0,9780767902892,0767902890,"Fiction, Historical Fiction, Classics, War, Short Stories, School, Historical",,246,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical']",0.40508806262230923,0.7849999999999999,0.03545345067081188,0.40817126025016726
283,283,371.0,A Good Girl's Guide to Murder,Holly Jackson,4.3,1516075.0,9781405293181,1405293187,"Young Adult, Thriller, Mystery Thriller, Fiction, Crime, Audiobook, Contemporary","A Good Girl's Guide to Murder, #1",433,Paperback,"['Young Adult', 'Thriller', 'Mystery Thriller', 'Fiction', 'Crime', 'Audiobook', 'Contemporary']",0.27592954990215257,0.825,0.16259781477029994,0.40665116439195104
210,210,278.0,Shiver,Maggie Stiefvater,3.76,490693.0,9780545123266,0545123267,"Young Adult, Fantasy, Romance, Paranormal, Werewolves, Fiction, Paranormal Romance","The Wolves of Mercy Falls, #1",392,Hardcover,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Werewolves', 'Fiction', 'Paranormal Romance']",0.4579256360078279,0.69,0.05255159003702508,0.40593573141423867
217,217,288.0,Before I Go to Sleep,S.J. Watson,3.9,353063.0,9780062060556,0062060554,"Thriller, Fiction, Mystery, Mystery Thriller, Suspense, Crime, Contemporary",,359,Hardcover,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Suspense', 'Crime', 'Contemporary']",0.4383561643835616,0.725,0.0377808393216423,0.4041767175499173
253,253,334.0,The Complete Works,William Shakespeare,4.48,57371.0,9780517053614,0517053616,"Classics, Poetry, Fiction, Plays, Literature, Drama, Classic Literature",,1229,Leather Bound,"['Classics', 'Poetry', 'Fiction', 'Plays', 'Literature', 'Drama', 'Classic Literature']",0.34833659491193747,0.8700000000000001,0.006046531245401915,0.40214859733839553
227,227,304.0,The Vampire Lestat,Anne Rice,4.1,210002.0,9780345476883,0345476883,"Horror, Fantasy, Vampires, Fiction, Paranormal, Supernatural, Gothic","The Vampire Chronicles, #2",481,Mass Market Paperback,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Gothic']",0.4070450097847358,0.7749999999999999,0.022427221882905284,0.40204617047876584
218,218,290.0,Island of the Blue Dolphins,Scott O'Dell,3.87,342454.0,9780547488899,B0038AUY8M,"Fiction, Young Adult, Historical Fiction, Childrens, Middle Grade, Adventure, School",,194,Kindle Edition,"['Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'School']",0.4344422700587085,0.7175,0.03664225838478627,0.40001958553891925
231,231,309.0,Never Let Me Go,Kazuo Ishiguro,3.85,780332.0,9781400078776,1400078776,"Fiction, Science Fiction, Dystopia, Contemporary, Literary Fiction, Romance, Classics",,288,Paperback,"['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Romance', 'Classics']",0.3972602739726028,0.7125,0.08363627699810007,0.39774499268847113
362,362,467.0,A Court of Mist and Fury,Sarah J. Maas,4.64,2742893.0,9781635575583,1635575583,"Fantasy, Romance, Romantasy, Young Adult, Fiction, New Adult, Fae","A Court of Thorns and Roses, #2",626,Paperback,"['Fantasy', 'Romance', 'Romantasy', 'Young Adult', 'Fiction', 'New Adult', 'Fae']",0.08806262230919759,0.9099999999999999,0.29426258881044,0.396503825566811
254,254,335.0,All Creatures Great and Small,James Herriot,4.35,152888.0,9780312965785,0312965788,"Nonfiction, Memoir, Animals, Classics, Biography, Audiobook, Biography Memoir","All Creatures Great and Small, #1-2",437,Mass Market Paperback,"['Nonfiction', 'Memoir', 'Animals', 'Classics', 'Biography', 'Audiobook', 'Biography Memoir']",0.3463796477495107,0.8374999999999999,0.01629762327534609,0.3946911460824081
232,232,310.0,Delirium,Lauren Oliver,3.95,474362.0,9780061726835,0061726834,"Young Adult, Dystopia, Romance, Fantasy, Science Fiction, Fiction, Teen","Delirium, #1",441,Paperback,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Teen']",0.3953033268101762,0.7375,0.05079891162437583,0.39461100421138323
248,248,329.0,I Know This Much Is True,Wally Lamb,4.21,318361.0,9780060987565,0060987561,"Fiction, Contemporary, Literary Fiction, Novels, Mental Health, Adult Fiction, Psychology",,897,Paperback,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Mental Health', 'Adult Fiction', 'Psychology']",0.3581213307240705,0.8025,0.034056545262750974,0.3942154958684535
244,244,325.0,The Bone Collector,Jeffery Deaver,4.2,186222.0,9780451188458,0451188454,"Mystery, Thriller, Fiction, Crime, Mystery Thriller, Suspense, Detective","Lincoln Rhyme, #1",528,Mass Market Paperback,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']",0.36594911937377694,0.8,0.019875100601122225,0.39234217792984744
279,279,365.0,The Complete Maus,Art Spiegelman,4.58,239087.0,9780141014081,0141014083,"Graphic Novels, Comics, Nonfiction, History, Biography, Memoir, Historical",,296,Paperback,"['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Biography', 'Memoir', 'Historical']",0.28767123287671237,0.895,0.025548687294203024,0.3912330993389459
239,239,319.0,The Family Upstairs,Lisa Jewell,3.96,501774.0,9781501190100,1501190105,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Suspense, Crime","The Family Upstairs, #1",340,Hardcover,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime']",0.3776908023483365,0.74,0.05374082703969279,0.38919856905124245
247,247,328.0,Pretty Girls,Karin Slaughter,4.02,570304.0,9780062430878,0062430874,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Crime, Suspense",,432,Paperback,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Crime', 'Suspense']",0.36007827788649704,0.7549999999999999,0.06109561557798517,0.38885999582799435
249,249,330.0,James and the Giant Peach,Roald Dahl,4.03,497805.0,9780375814242,0375814248,"Childrens, Fantasy, Fiction, Classics, Young Adult, Middle Grade, Adventure",,176,Hardcover,"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']",0.3561643835616439,0.7575000000000001,0.05331486533374674,0.3857102130247816
267,267,351.0,City of Lost Souls,Cassandra Clare,4.21,552842.0,9781442416864,1442416866,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Vampires, Fiction","The Mortal Instruments, #5",535,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Vampires', 'Fiction']",0.31506849315068486,0.8025,0.0592215557872999,0.3845438639964639
240,240,320.0,You,Caroline Kepnes,3.96,269822.0,9781501195433,1501195433,"Thriller, Fiction, Mystery, Mystery Thriller, Contemporary, Audiobook, Horror","You, #1",464,Paperback,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Contemporary', 'Audiobook', 'Horror']",0.37573385518590996,0.74,0.028847234291494963,0.38094771236181246
272,272,357.0,Different Seasons,Stephen King,4.36,214108.0,9780751514629,0751514624,"Horror, Fiction, Short Stories, Thriller, Mystery, Fantasy, Drama",,560,Mass Market Paperback,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Fantasy', 'Drama']",0.3033268101761253,0.8400000000000001,0.022867886726597515,0.38019109008842933
245,245,326.0,The Once and Future King,T.H. White,4.07,115373.0,9780441627400,0441627404,"Fantasy, Classics, Fiction, Historical Fiction, Arthurian, Mythology, Young Adult",,639,Mass Market Paperback,"['Fantasy', 'Classics', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Young Adult']",0.3639921722113504,0.7675000000000001,0.012271431942877987,0.37952829846740355
230,230,308.0,The Paris Apartment,Lucy Foley,3.65,640192.0,9780063003057,0063003058,"Mystery, Thriller, Fiction, Mystery Thriller, Audiobook, Suspense, Crime",,360,Hardcover,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime']",0.39921722113502933,0.6625,0.06859614762765946,0.37901573274230954
257,257,341.0,Behind Closed Doors,B.A. Paris,3.97,691259.0,9781250121004,1250121000,"Thriller, Fiction, Mystery, Mystery Thriller, Suspense, Audiobook, Psychological Thriller",,293,Hardcover,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller']",0.3346379647749511,0.7425,0.07407676905309325,0.37882821662590843
236,236,315.0,Blood River: A Journey to Africa’s Broken Heart,Tim Butcher,3.98,11739.0,9780099494287,0099494280,"Travel, Nonfiction, Africa, History, Adventure, Memoir, Biography",,363,Paperback,"['Travel', 'Nonfiction', 'Africa', 'History', 'Adventure', 'Memoir', 'Biography']",0.385518590998043,0.745,0.0011492058320156852,0.3780521981488219
262,262,346.0,"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,4.23,178067.0,9780380813810,0380813815,"Fiction, Humor, Historical Fiction, Fantasy, Religion, Comedy, Audiobook",,444,Paperback,"['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Comedy', 'Audiobook']",0.3248532289628181,0.8075000000000001,0.018999888277617564,0.3778912580684125
238,238,318.0,Lock Every Door,Riley Sager,3.89,259577.0,9781524745158,1524745154,"Thriller, Mystery, Mystery Thriller, Fiction, Horror, Audiobook, Suspense",,381,ebook,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Horror', 'Audiobook', 'Suspense']",0.3796477495107633,0.7225,0.027747718625730985,0.37693341539202463
274,274,359.0,Then She Was Gone,Lisa Jewell,4.05,857097.0,9781501154645,1501154648,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Suspense, Crime",,359,Paperback,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime']",0.29941291585127194,0.7625,0.09187486363376351,0.37607762543063783
278,278,363.0,Hamlet,William Shakespeare,4.02,1004103.0,9780521618748,0521618746,"Plays, Fiction, School, Literature, Read For School, Poetry, High School",,289,Paperback,"['Plays', 'Fiction', 'School', 'Literature', 'Read For School', 'Poetry', 'High School']",0.2915851272015655,0.7549999999999999,0.10765186704628665,0.37542961099451216
298,298,390.0,Ignite Me,Tahereh Mafi,4.45,591183.0,9780062085597,B07H56SK9J,"Fantasy, Dystopia, Romance, Young Adult, Enemies To Lovers, Science Fiction, Fiction","Shatter Me, #3",408,Kindle Edition,"['Fantasy', 'Dystopia', 'Romance', 'Young Adult', 'Enemies To Lovers', 'Science Fiction', 'Fiction']",0.23874755381604706,0.8625,0.06333639523493843,0.3732499400969003
312,312,405.0,Harry Potter Series Box Set,J.K. Rowling,4.73,297101.0,9780545044257,0545044251,"Fantasy, Young Adult, Fiction, Magic, Childrens, Adventure, Classics","Harry Potter, #1-7",4100,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Classics']",0.2093933463796478,0.9325000000000001,0.03177487585775906,0.37303980130918685
327,327,422.0,Heir of Fire,Sarah J. Maas,4.46,1277428.0,9781619630659,1619630656,"Young Adult, Romance, Fantasy, Fiction, Magic, Fae, Romantasy","Throne of Glass, #3",565,Hardcover,"['Young Adult', 'Romance', 'Fantasy', 'Fiction', 'Magic', 'Fae', 'Romantasy']",0.1761252446183954,0.865,0.136985700071659,0.3710458078688559
269,269,353.0,Graceling,Kristin Cashore,4.07,473305.0,9780152063962,015206396X,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, Adventure, Magic","Graceling Realm, #1",471,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Adventure', 'Magic']",0.31115459882583174,0.7675000000000001,0.050685472087166214,0.36991748115648254
294,294,384.0,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,4.3,650175.0,9781442408920,1442408928,"Young Adult, LGBT, Contemporary, Fiction, Queer, Audiobook, Coming Of Age","Aristotle and Dante, #1",390,Hardcover,"['Young Adult', 'LGBT', 'Contemporary', 'Fiction', 'Queer', 'Audiobook', 'Coming Of Age']",0.25048923679060664,0.825,0.06966754488401103,0.3685959581814459
288,288,378.0,The Monster at the End of this Book,Jon Stone,4.46,126099.0,9780375829130,037582913X,"Picture Books, Childrens, Fiction, Humor, Classics, Monsters, Storytime",,32,Hardcover,"['Picture Books', 'Childrens', 'Fiction', 'Humor', 'Classics', 'Monsters', 'Storytime']",0.26223091976516644,0.865,0.01342256957401361,0.3684191387782707
282,282,370.0,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.28,317386.0,9780375508417,0375508414,"Fiction, Historical Fiction, Classics, LGBT, Queer, Historical, Chick Lit",,416,Hardcover,"['Fiction', 'Historical Fiction', 'Classics', 'LGBT', 'Queer', 'Historical', 'Chick Lit']",0.27788649706457935,0.8200000000000001,0.0339519061437544,0.367340170668958
260,260,344.0,Heidi,Johanna Spyri,4.04,206411.0,9780753454947,0753454947,"Classics, Fiction, Childrens, Historical Fiction, Young Adult, Middle Grade, Historical","Heidi, #1-2",352,Paperback,"['Classics', 'Fiction', 'Childrens', 'Historical Fiction', 'Young Adult', 'Middle Grade', 'Historical']",0.3287671232876712,0.76,0.022041827958477908,0.36611939770261187
270,270,354.0,A Flicker in the Dark,Stacy Willingham,3.99,517586.0,9781250803825,1250803829,"Thriller, Mystery, Mystery Thriller, Fiction, Audiobook, Suspense, Crime",,357,Hardcover,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Crime']",0.3091976516634052,0.7475,0.05543780524438386,0.36456040223867725
261,261,345.0,The Thirteenth Tale,Diane Setterfield,3.98,320803.0,9780743298025,0743298020,"Fiction, Mystery, Historical Fiction, Gothic, Books About Books, Fantasy, Audiobook",,406,Hardcover,"['Fiction', 'Mystery', 'Historical Fiction', 'Gothic', 'Books About Books', 'Fantasy', 'Audiobook']",0.32681017612524466,0.745,0.03431862601002239,0.36451965825310456
280,280,366.0,The Only One Left,Riley Sager,4.14,449950.0,9780593183229,0593183223,"Thriller, Mystery, Mystery Thriller, Fiction, Horror, Audiobook, Suspense",,383,Hardcover,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Horror', 'Audiobook', 'Suspense']",0.2857142857142858,0.7849999999999999,0.04817896272904833,0.36423940310442876
277,277,362.0,The Last Thing He Told Me,Laura Dave,3.83,1066158.0,9781501171345,1501171348,"Mystery, Fiction, Thriller, Audiobook, Mystery Thriller, Suspense, Contemporary",,307,Hardcover,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Suspense', 'Contemporary']",0.29354207436399227,0.7075,0.11431174451226848,0.36396035309927743
